11189,11189,11189,1063,125,8,11189,11189,,69,1220,114,208,114,238,1005,159,2408,956,635,2271,86,816,362,82,46,119,827,204,53,24,173,69,11,14
10992,Encourages discussion by splitting us into groups with breakout rooms,h,,,,h   ,H   ,Facilitation of group discussion and group works,,,,,,,,,,Facilitation of group discussion and group works,,,,,,,,,,,,,,,,
10993,chat room in lectures and tutorials make raising and answering questions clearer and easier.,g,,,,g   ,G   ,Interaction & communication,,,,,,,,,Interaction & communication,,,,,,,,,,,,,,,,,
10994,Can communicate easily with professor Can raise questions easier,g,,,,g   ,G   ,Interaction & communication,,,,,,,,,Interaction & communication,,,,,,,,,,,,,,,,,
10995,"One good feature of online teaching is reduced travel time. Students do not have to run from one side of the campus to another side to get to their lectures or tutorials. Through online learning students just need to log-in through Zoom and they are already in class. Additionally, another beneficial feature is the anonymity behind the screen online teaching grants.",e,d,,,e d  ,E D  ,"Learning environment, Time management",,,,,,Learning environment,Time management,,,,,,,,,,,,,,,,,,,
10996,The use of break-out rooms on zoom for class discussions during tutorials.,h,,,,h   ,H   ,Facilitation of group discussion and group works,,,,,,,,,,Facilitation of group discussion and group works,,,,,,,,,,,,,,,,
10997,flexibility,q1,,,,q1   ,Q1   ,Overall convenience ,,,,,,,,,,,,,,,,,,,Overall convenience ,,,,,,,
10998,"it is easy to catch on, very easy to access the lesson and of course ensure safety of students ",d,n,k,,d n k ,D N K ,"Learning environment, Self-organised learning, Clarity of delivery",,,,,,Learning environment,,,,,,Self-organised learning,,Clarity of delivery,,,,,,,,,,,,
10999,tutorials are very engaging as the tutor calls students out to answer ,g,,,,g   ,G   ,Interaction & communication,,,,,,,,,Interaction & communication,,,,,,,,,,,,,,,,,
11000,All the lectures are recorded which means we can go over the recordings if we missed something during the live session. ,k,,,,k   ,K   ,Self-organised learning,,,,,,,,,,,,Self-organised learning,,,,,,,,,,,,,,
11001,"Good features include great explanation of difficult constitutional concepts by professors in both lectures and tutorials; clear and informative ppt slides; incredibly interactive tutorial sessions; and in my opinion, really interesting topics discussed which are extremely relevant to HK today.",j,g,,,j g  ,J G  ,"Interaction & communication, Learning content/ resources",,,,,,,,,Interaction & communication,,Learning content/ resources,,,,,,,,,,,,,,,
11002,Lectures were as effective as they were on campus. ,c,,,,c   ,C   ,IDK/ same,,,,IDK/ same,,,,,,,,,,,,,,,,,,,,,,
11003,PanOpto,o,,,,o   ,O   ,,,,,,,,,,,,,,,,,,,,,,,,,,,
11004,efficiency.,q1,,,,q1   ,Q1   ,Overall convenience ,,,,,,,,,,,,,,,,,,,Overall convenience ,,,,,,,
11005,I can rewatch the lecture recordings for revision.,k,,,,k   ,K   ,Self-organised learning,,,,,,,,,,,,Self-organised learning,,,,,,,,,,,,,,
11006,"can replay or slow down the video so I can catch up with the lecturer, this enhances my understanding . ",k,,,,k   ,K   ,Self-organised learning,,,,,,,,,,,,Self-organised learning,,,,,,,,,,,,,,
11007,Professor Dicky Tsang: Review lectures + Weekly question session. Dicky put alot of effort to make sure we understood the content. He was extremely nice about answering questions. He also constantly sought feedback from the students to make sure that he was teaching effectively.  ,r,,,,r   ,R   ,On instructor,,,,,,,,,,,,,,,,,,,,On instructor,,,,,,
11008,The teacher's presentation is clearer.,n,,,,n   ,N   ,Clarity of delivery,,,,,,,,,,,,,,Clarity of delivery,,,,,,,,,,,,
11009,It was helpful to have recorded lectures and revision videos. I also felt that having one revision video posted in the middle of the course and one at the end was helpful and more manageable than having multiple revision videos being posted towards the end of the course. Thank you. ,k,,,,k   ,K   ,Self-organised learning,,,,,,,,,,,,Self-organised learning,,,,,,,,,,,,,,
11010,Professor Dicky Tsang used the whiteboard function to draw the diagram effectively.,o,,,,o   ,O   ,Zoom functions/ online tools,,,,,,,,,,,,,,,Zoom functions/ online tools,,,,,,,,,,,
11011,"I can stay at home, which means I won’t have to step foot into CUHK. ",d,,,,d   ,D   ,Learning environment,,,,,,Learning environment,,,,,,,,,,,,,,,,,,,,
11012,"That we can still nevertheless proceed with the scheduled course structure, and that all lectures are recorded as default. ",k,,,,k   ,K   ,Self-organised learning,,,,,,,,,,,,Self-organised learning,,,,,,,,,,,,,,
11013,Save traveling time.  More flexible learning schedule.,e,,,,e   ,E   ,Time management,,,,,,,Time management,,,,,,,,,,,,,,,,,,,
11014,Easy to ask questions in chats,g,,,,g   ,G   ,Interaction & communication,,,,,,,,,Interaction & communication,,,,,,,,,,,,,,,,,
11015,The bookmark function of the recording playback is helpful.,k,,,,k   ,K   ,Self-organised learning,,,,,,,,,,,,Self-organised learning,,,,,,,,,,,,,,
11016,Zoom diminishes the quality of the lesson.,u,,,,u   ,U   ,Learning result and effectiveness,,,,,,,,,,,,,,,,,,,,,,,Learning result and effectiveness,,,
11017,"can replay or slow down the video so I can catch up with the lecturer, this enhances my understanding . ",k,,,,k   ,K   ,Self-organised learning,,,,,,,,,,,,Self-organised learning,,,,,,,,,,,,,,
11018,Professor Dicky Tsang: Review lectures + Weekly question session. Dicky put alot of effort to make sure we understood the content. He was extremely nice about answering questions. He also constantly sought feedback from the students to make sure that he was teaching effectively.  ,r,,,,r   ,R   ,On instructor,,,,,,,,,,,,,,,,,,,,On instructor,,,,,,
11019,The teacher's presentation is clearer.,n,,,,n   ,N   ,Clarity of delivery,,,,,,,,,,,,,,Clarity of delivery,,,,,,,,,,,,
11020,It was helpful to have recorded lectures and revision videos. I also felt that having one revision video posted in the middle of the course and one at the end was helpful and more manageable than having multiple revision videos being posted towards the end of the course. Thank you. ,k,,,,k   ,K   ,Self-organised learning,,,,,,,,,,,,Self-organised learning,,,,,,,,,,,,,,
11021,Professor Dicky Tsang used the whiteboard function to draw the diagram effectively.,o,,,,o   ,O   ,Zoom functions/ online tools,,,,,,,,,,,,,,,Zoom functions/ online tools,,,,,,,,,,,
11022,"I can stay at home, which means I won’t have to step foot into CUHK. ",d,,,,d   ,D   ,Learning environment,,,,,,Learning environment,,,,,,,,,,,,,,,,,,,,
11023,"That we can still nevertheless proceed with the scheduled course structure, and that all lectures are recorded as default. ",k,,,,k   ,K   ,Self-organised learning,,,,,,,,,,,,Self-organised learning,,,,,,,,,,,,,,
11024,Save traveling time.  More flexible learning schedule.,e,,,,e   ,E   ,Time management,,,,,,,Time management,,,,,,,,,,,,,,,,,,,
11025,Easy to ask questions in chats,g,,,,g   ,G   ,Interaction & communication,,,,,,,,,Interaction & communication,,,,,,,,,,,,,,,,,
11026,The bookmark function of the recording playback is helpful.,k,,,,k   ,K   ,Self-organised learning,,,,,,,,,,,,Self-organised learning,,,,,,,,,,,,,,
11027,Zoom diminishes the quality of the lesson.,u,,,,u   ,U   ,Learning result and effectiveness,,,,,,,,,,,,,,,,,,,,,,,Learning result and effectiveness,,,
11028,"can replay or slow down the video so I can catch up with the lecturer, this enhances my understanding . ",k,,,,k   ,K   ,Self-organised learning,,,,,,,,,,,,Self-organised learning,,,,,,,,,,,,,,
11029,Professor Dicky Tsang: Review lectures + Weekly question session. Dicky put alot of effort to make sure we understood the content. He was extremely nice about answering questions. He also constantly sought feedback from the students to make sure that he was teaching effectively.  ,r,,,,r   ,R   ,On instructor,,,,,,,,,,,,,,,,,,,,On instructor,,,,,,
11030,The teacher's presentation is clearer.,n,,,,n   ,N   ,Clarity of delivery,,,,,,,,,,,,,,Clarity of delivery,,,,,,,,,,,,
11031,It was helpful to have recorded lectures and revision videos. I also felt that having one revision video posted in the middle of the course and one at the end was helpful and more manageable than having multiple revision videos being posted towards the end of the course. Thank you. ,k,,,,k   ,K   ,Self-organised learning,,,,,,,,,,,,Self-organised learning,,,,,,,,,,,,,,
11032,Professor Dicky Tsang used the whiteboard function to draw the diagram effectively.,o,,,,o   ,O   ,Zoom functions/ online tools,,,,,,,,,,,,,,,Zoom functions/ online tools,,,,,,,,,,,
11033,"I can stay at home, which means I won’t have to step foot into CUHK. ",d,,,,d   ,D   ,Learning environment,,,,,,Learning environment,,,,,,,,,,,,,,,,,,,,
11034,"That we can still nevertheless proceed with the scheduled course structure, and that all lectures are recorded as default. ",k,,,,k   ,K   ,Self-organised learning,,,,,,,,,,,,Self-organised learning,,,,,,,,,,,,,,
11035,Save traveling time.  More flexible learning schedule.,e,,,,e   ,E   ,Time management,,,,,,,Time management,,,,,,,,,,,,,,,,,,,
11036,Easy to ask questions in chats,g,,,,g   ,G   ,Interaction & communication,,,,,,,,,Interaction & communication,,,,,,,,,,,,,,,,,
11037,The bookmark function of the recording playback is helpful.,k,,,,k   ,K   ,Self-organised learning,,,,,,,,,,,,Self-organised learning,,,,,,,,,,,,,,
11038,Zoom diminishes the quality of the lesson.,u,,,,u   ,U   ,Learning result and effectiveness,,,,,,,,,,,,,,,,,,,,,,,Learning result and effectiveness,,,
11039,Sharing of textbooks made it easier to study online.,j1,,,,j1   ,J1   ,Learning content/ resources,,,,,,,,,,,Learning content/ resources,,,,,,,,,,,,,,,
11040,all the lectures are uploaded and I can re watch them whenever I need to / when I missed something during the lecture,k,,,,k   ,K   ,Self-organised learning,,,,,,,,,,,,Self-organised learning,,,,,,,,,,,,,,
11041,convenient ,q1,,,,q1   ,Q1   ,Overall convenience ,,,,,,,,,,,,,,,,,,,Overall convenience ,,,,,,,
11042,chat room to post questions and comments,g,,,,g   ,G   ,Interaction & communication,,,,,,,,,Interaction & communication,,,,,,,,,,,,,,,,,
11043,Recorded lectures on Panopto is useful and should be adopted even when face to face teaching resumes  ,k,,,,k   ,K   ,Self-organised learning,,,,,,,,,,,,Self-organised learning,,,,,,,,,,,,,,
11044,flexible,q1,,,,q1   ,Q1   ,Overall convenience ,,,,,,,,,,,,,,,,,,,Overall convenience ,,,,,,,
11045,"When we do not understand the lecture content, we can re-listen to the recording. We can also take the lectures at our own pace. ",k,,,,k   ,K   ,Self-organised learning,,,,,,,,,,,,Self-organised learning,,,,,,,,,,,,,,
11046,Sharing of textbooks made it easier to study online.,j1,,,,j1   ,J1   ,Learning content/ resources,,,,,,,,,,,Learning content/ resources,,,,,,,,,,,,,,,
11047,all the lectures are uploaded and I can re watch them whenever I need to / when I missed something during the lecture,k,,,,k   ,K   ,Self-organised learning,,,,,,,,,,,,Self-organised learning,,,,,,,,,,,,,,
11048,convenient ,q1,,,,q1   ,Q1   ,Overall convenience ,,,,,,,,,,,,,,,,,,,Overall convenience ,,,,,,,
11049,chat room to post questions and comments,g,,,,g   ,G   ,Interaction & communication,,,,,,,,,Interaction & communication,,,,,,,,,,,,,,,,,
11050,Recorded lectures on Panopto is useful and should be adopted even when face to face teaching resumes  ,k,,,,k   ,K   ,Self-organised learning,,,,,,,,,,,,Self-organised learning,,,,,,,,,,,,,,
11051,flexible,q1,,,,q1   ,Q1   ,Overall convenience ,,,,,,,,,,,,,,,,,,,Overall convenience ,,,,,,,
11052,"When we do not understand the lecture content, we can re-listen to the recording. We can also take the lectures at our own pace. ",k,,,,k   ,K   ,Self-organised learning,,,,,,,,,,,,Self-organised learning,,,,,,,,,,,,,,
11053,all the lectures are uploaded and I can re watch them whenever I need to / when I missed something during the lecture,k,,,,k   ,K   ,Self-organised learning,,,,,,,,,,,,Self-organised learning,,,,,,,,,,,,,,
11054,the progress of learning under online teaching is less likely to be affected by external environment.,d,,,,d   ,D   ,Learning environment,,,,,,Learning environment,,,,,,,,,,,,,,,,,,,,
11055,Can review lecture materials online!!,k,,,,k   ,K   ,Self-organised learning,,,,,,,,,,,,Self-organised learning,,,,,,,,,,,,,,
11056,convenient can hear clearly,q1,n,,,q1 n  ,Q1 N  ,"Clarity of delivery, Overall convenience ",,,,,,,,,,,,,,Clarity of delivery,,,,,Overall convenience ,,,,,,,
11057,can watch the video after lesson,k,,,,k   ,K   ,Self-organised learning,,,,,,,,,,,,Self-organised learning,,,,,,,,,,,,,,
11058,Can record and play back,k,,,,k   ,K   ,Self-organised learning,,,,,,,,,,,,Self-organised learning,,,,,,,,,,,,,,
11059,"Time commuting to and fro the campus is saved, and the tutorials were a bit more in charged by the students rather than the professor which ensured that students actually prepared before class",e,k,,,e k  ,E K  ,"Time management, Self-organised learning",,,,,,,Time management,,,,,Self-organised learning,,,,,,,,,,,,,,
11060,Recorded lectures on Panopto is useful and should be adopted even when face to face teaching resumes  ,k,,,,k   ,K   ,Self-organised learning,,,,,,,,,,,,Self-organised learning,,,,,,,,,,,,,,
11061,flexible,q1,,,,q1   ,Q1   ,Overall convenience ,,,,,,,,,,,,,,,,,,,Overall convenience ,,,,,,,
11062,having recordings of the lecture is excellent that we can replay the lecture again and again to deepen our understanding of the lecture,k,,,,k   ,K   ,Self-organised learning,,,,,,,,,,,,Self-organised learning,,,,,,,,,,,,,,
11063,I enjoyed the online tort tutorial. It is a great idea to have pre-assigned discussion leaders to lead each tutorial.,f,,,,f   ,F   ,Organization of class,,,,,,,,Organization of class,,,,,,,,,,,,,,,,,,
